"team_name","team_id"
"Celtics",1610612738
"Rockets",1610612745
"Hornets",1610612766
"Hawks",1610612737
"Wizards",1610612764
"Clippers",1610612746
"Warriors",1610612744
"Cavaliers",1610612739
"Heat",1610612748
"Kings",1610612758
"Pacers",1610612754
"Mavericks",1610612742
