"game_id","season","team_id","group_quantity","group_id","group_name","opponent_team_id","is_home","game_date","min","plus_minus","pts","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","reb","ast","tov","stl","blk","pf","last_updated_at"
"0022500197","2025-26",1610612750,5,"-201144-203497-1629675-1630183-1641740-","Conley; Gobert; Reid; McDaniels; Clark",1610612758,False,"2025-11-10","1.066667",-3,0,0,3,"0.0",0,1,"0.0",0,0,"0.0",1,0,0,1,0,0,"2026-02-18 09:31:12.54707-06"
"0022500197","2025-26",1610612750,5,"-201144-203497-1629675-1630162-1630183-","Conley; Gobert; Reid; Edwards; McDaniels",1610612758,False,"2025-11-10","0.45",-5,0,0,1,"0.0",0,0,"0.0",0,0,"0.0",0,0,0,0,0,1,"2026-02-18 09:31:12.54707-06"
"0022500197","2025-26",1610612750,5,"-201144-1629675-1630162-1630183-1641740-","Conley; Reid; Edwards; McDaniels; Clark",1610612758,False,"2025-11-10","0.25",-2,0,0,1,"0.0",0,0,"0.0",0,0,"0.0",0,0,0,0,0,1,"2026-02-18 09:31:12.54707-06"
"0022500644","2025-26",1610612750,5,"-203497-203944-1628978-1630183-1630538-","Gobert; Randle; DiVincenzo; McDaniels; Hyland",1610612744,True,"2026-01-25","2.166667",-1,8,3,5,"0.6",2,3,"0.667",0,0,"0.0",2,2,0,0,0,2,"2026-02-18 09:34:30.857152-06"
"0022500044","2025-26",1610612750,5,"-203497-203944-1630162-1630183-1641740-","Gobert; Randle; Edwards; McDaniels; Clark",1610612758,True,"2025-11-15","0.195",0,0,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,0,0,0,1,"2026-02-18 09:31:20.713927-06"
"0022500644","2025-26",1610612750,5,"-203944-1629675-1630162-1630183-1630538-","Randle; Reid; Edwards; McDaniels; Hyland",1610612744,True,"2026-01-25","2.133333",7,7,3,5,"0.6",1,3,"0.333",0,0,"0.0",4,1,0,0,1,0,"2026-02-18 09:34:30.857152-06"
"0022500677","2025-26",1610612750,5,"-203497-1629675-1630162-1630183-1641740-","Gobert; Reid; Edwards; McDaniels; Clark",1610612742,False,"2026-01-29","0.076667",0,0,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,0,0,0,0,"2026-02-18 09:34:37.875691-06"
"0022500293","2025-26",1610612750,5,"-203497-1628978-1630183-1641740-1642265-","Gobert; DiVincenzo; McDaniels; Clark; Dillingham",1610612738,True,"2025-11-29","1.183333",5,7,2,2,"1.0",2,2,"1.0",1,2,"0.5",0,1,0,0,0,0,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-203497-1628978-1629675-1630162-1630545-","Gobert; DiVincenzo; Reid; Edwards; Shannon Jr.",1610612738,True,"2025-11-29","1.083333",0,0,0,2,"0.0",0,0,"0.0",0,0,"0.0",2,0,0,0,1,0,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-203944-1629675-1630162-1630183-1630545-","Randle; Reid; Edwards; McDaniels; Shannon Jr.",1610612738,True,"2025-11-29","1.05",1,4,1,2,"0.5",0,1,"0.0",2,2,"1.0",1,1,0,0,0,1,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-201144-203497-1629675-1630162-1630545-","Conley; Gobert; Reid; Edwards; Shannon Jr.",1610612738,True,"2025-11-29","0.816667",2,5,2,2,"1.0",1,1,"1.0",0,0,"0.0",0,2,0,0,0,1,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-201144-203497-1628978-1629675-1630162-","Conley; Gobert; DiVincenzo; Reid; Edwards",1610612738,True,"2025-11-29","0.716667",-4,0,0,1,"0.0",0,1,"0.0",0,0,"0.0",0,0,1,0,0,1,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-203944-1628978-1629675-1630183-1642265-","Randle; DiVincenzo; Reid; McDaniels; Dillingham",1610612738,True,"2025-11-29","0.7",-6,0,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,1,0,0,0,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-203944-1629675-1630162-1630545-1641740-","Randle; Reid; Edwards; Shannon Jr.; Clark",1610612738,True,"2025-11-29","0.586667",-1,2,0,1,"0.0",0,1,"0.0",2,2,"1.0",1,0,0,0,0,0,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-201144-203497-203944-1628978-1630162-","Conley; Gobert; Randle; DiVincenzo; Edwards",1610612738,True,"2025-11-29","0.395",3,3,1,1,"1.0",1,1,"1.0",0,0,"0.0",1,0,0,0,0,0,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-201144-203944-1628978-1630162-1641740-","Conley; Randle; DiVincenzo; Edwards; Clark",1610612738,True,"2025-11-29","0.233333",-2,1,0,0,"0.0",0,0,"0.0",1,2,"0.5",1,0,0,0,0,0,"2026-02-18 09:31:55.675722-06"
"0022500293","2025-26",1610612750,5,"-201144-1629675-1630162-1630183-1630545-","Conley; Reid; Edwards; McDaniels; Shannon Jr.",1610612738,True,"2025-11-29","0.216667",0,0,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,1,0,0,1,"2026-02-18 09:31:55.675722-06"
