"team_name","team_id"
"Lakers",1610612747
"Nets",1610612751
"Timberwolves",1610612750
"Suns",1610612756
"Bucks",1610612749
"Thunder",1610612760
"Grizzlies",1610612763
"Trail Blazers",1610612757
"Raptors",1610612761
"Pistons",1610612765
"Nuggets",1610612743
"Spurs",1610612759
"Knicks",1610612752
"Jazz",1610612762
"76ers",1610612755
"Pelicans",1610612740
"Magic",1610612753
"Bulls",1610612741
